29;86;124;13;13;124;29
56;20;76;56;76;20;137
108;108;108;108;72;72;96
112;144;22;20;75;33;26
34;61;61;34;139;13;139
136;12;112;104;124;101;60
91;91;91;29;115;29;91
99;86;26;86;26;99;142
134;46;89;48;129;65;76
142;125;142;99;142;142;125
79;79;118;104;104;97;97
45;144;42;13;45;144;13
134;13;26;26;134;86;13
138;100;132;140;95;62;95
130;69;45;119;100;124;91
43;51;141;135;58;1;8
116;58;116;109;58;109;44
117;83;140;140;83;55;117
52;52;68;36;68;113;113
43;6;137;18;137;43;18
108;114;114;101;99;99;108
8;100;72;40;63;142;31
143;125;79;77;95;79;34
66;105;126;90;105;126;66
94;25;62;85;122;145;3
39;130;51;144;38;137;24
39;36;30;39;77;36;30
105;13;10;49;13;49;10
19;9;70;93;6;123;146
98;35;98;85;133;35;133
102;39;83;102;39;35;35
111;125;125;140;140;126;111
100;16;49;73;100;73;16
27;40;40;56;27;32;56
69;38;80;38;127;80;127
85;59;111;85;69;111;69
106;144;88;17;16;144;77
126;19;52;52;99;99;19
125;137;35;41;35;125;137
90;129;90;120;120;129;9
90;138;90;93;145;138;93
71;52;61;81;52;61;71
63;55;138;31;66;107;10
3;127;118;1;25;107;67
84;44;121;15;15;84;44
81;62;81;62;17;106;106
38;43;80;53;67;104;135
113;135;115;113;145;115;145
84;36;67;134;124;1;125
114;61;73;35;17;109;56
116;78;2;8;71;131;123
103;103;105;52;52;105;105
46;46;130;135;112;130;135
136;136;19;86;27;19;27
35;81;81;35;31;31;117
108;67;7;87;87;108;7
57;64;68;124;68;124;64
54;75;75;54;138;98;98
145;145;95;110;128;95;110
22;13;22;148;22;148;13
36;60;60;70;36;70;128
52;59;67;83;67;59;52
34;41;34;134;41;134;78
71;110;16;75;72;93;48
104;146;12;57;146;57;104
50;38;71;15;112;70;83
131;27;131;27;41;137;89
13;20;20;13;78;70;70
53;44;13;115;13;115;44
78;79;79;78;65;71;71
88;130;145;21;117;109;142
2;145;95;130;92;14;71
6;102;75;118;132;40;129
30;30;95;95;93;93;49
1;29;28;29;28;54;1
11;68;128;68;23;128;23
138;37;81;55;69;93;29
81;126;8;17;81;17;8
133;17;145;17;133;145;56
26;133;127;128;8;74;145
85;85;110;107;107;143;143
103;126;51;18;116;46;13
70;70;146;62;146;62;83
104;124;83;17;112;56;118
121;24;31;31;33;24;33
76;46;76;109;71;71;109
54;117;23;54;150;23;150
105;11;105;123;11;25;25
67;23;2;81;2;23;67
2;144;144;125;62;62;2
48;106;106;33;31;82;23
62;19;30;59;42;142;46
124;16;124;95;135;135;16
48;48;81;47;81;73;73
107;56;27;56;106;106;107
85;143;12;12;100;85;100
104;11;79;11;6;6;104
121;142;8;100;8;142;100
143;143;143;12;12;140;143
98;141;107;98;141;12;107
113;10;95;95;149;149;10
52;131;6;39;67;140;73
42;101;101;124;42;76;76
125;133;47;83;26;15;36
113;4;108;81;13;28;47
136;51;111;136;6;111;51
150;143;103;61;84;105;91
50;27;2;90;50;27;2
88;130;82;82;88;118;130
75;22;123;20;99;35;19
74;14;76;132;132;76;74
14;7;14;116;14;7;14
120;134;80;44;44;120;80
116;16;116;131;131;16;123
43;116;109;116;109;91;91
98;99;3;99;107;10;59
74;17;74;133;90;90;17
47;63;14;64;71;133;23
57;88;149;136;34;76;132
70;122;133;133;29;29;70
121;128;121;112;128;59;59
102;102;12;101;12;49;49
74;19;25;85;74;85;19
59;148;150;18;18;150;59
144;27;3;113;113;144;27
128;85;85;142;128;21;21
78;8;138;135;127;82;11
53;135;49;48;135;48;53
50;75;55;92;126;125;19
92;84;44;4;92;84;44
116;41;41;107;116;107;95
5;124;5;11;11;61;61
110;67;132;110;49;49;132
67;104;82;94;67;94;82
66;66;99;136;17;99;136
124;100;95;65;16;63;9
135;127;139;5;135;127;139
133;16;36;16;36;20;133
33;9;9;139;136;33;136
144;6;136;144;110;110;136
93;135;120;120;91;93;91
50;116;52;47;91;67;45
30;52;134;134;49;49;52
58;102;102;124;58;124;128
6;6;66;43;113;66;43
23;127;1;127;150;150;23
56;56;128;128;76;89;76
113;98;140;47;85;103;27
19;150;150;38;19;38;126
36;120;133;63;133;63;120
75;118;118;75;94;118;94
122;33;54;122;104;54;104
19;65;135;106;19;135;106
17;72;17;149;72;149;56
20;20;66;131;103;131;66
14;49;126;146;61;11;134
16;117;92;16;147;147;92
103;103;85;29;29;15;85
149;49;69;117;146;101;97
51;60;51;60;116;56;116
76;2;2;76;25;25;132
128;57;117;150;150;128;117
26;129;9;74;85;149;133
32;47;133;133;18;18;32
84;35;84;30;130;30;35
44;42;17;98;17;42;44
144;109;5;24;5;109;144
12;67;49;59;86;31;47
97;99;99;97;10;82;82
84;145;32;145;91;91;84
17;9;17;102;94;145;144
78;37;92;67;99;81;17
20;37;52;69;20;52;37
39;61;103;38;29;142;83
140;17;143;78;44;77;142
20;56;121;121;20;33;33
86;133;92;29;2;98;9
11;2;83;2;14;11;14
99;99;29;10;88;88;10
65;104;133;137;65;137;104
127;18;100;55;55;127;18
61;72;148;131;148;61;131
113;113;43;43;112;132;132
113;48;54;48;38;113;54
17;91;91;125;53;53;17
150;147;150;147;7;141;7
37;55;51;94;67;120;88
54;54;85;132;92;92;85
130;114;15;13;114;13;15
125;128;121;95;29;14;46
53;92;80;92;128;128;53
148;148;29;29;79;79;133
43;45;47;8;133;72;63
39;92;150;138;3;44;80
27;26;26;5;106;5;27
132;59;78;148;59;132;78
11;71;11;48;71;83;48
97;97;42;38;38;68;42
6;121;11;97;11;97;121
146;93;98;98;85;146;93
116;143;1;1;116;97;143
86;22;86;124;22;124;132
149;28;28;100;73;149;73
99;4;50;99;50;55;4
77;72;19;78;113;89;129
107;107;56;44;109;56;44
118;118;16;16;133;146;133
118;96;142;96;142;118;55
51;76;11;20;11;51;20
90;33;45;45;60;31;84
129;100;113;59;19;1;66
91;91;127;129;83;83;127
92;44;92;44;146;65;146
110;115;51;51;115;128;110
16;61;122;122;47;16;47
8;76;76;98;98;46;8
21;146;141;121;146;21;121
149;117;145;90;30;27;43
105;79;79;37;46;46;37
44;53;129;129;44;53;57
72;93;93;44;44;72;97
60;40;60;33;40;33;104
115;106;41;59;100;76;130
97;140;128;75;3;109;14
79;148;148;78;108;108;78
122;99;99;40;67;40;67
72;72;83;68;58;68;58
80;80;25;10;65;25;10
7;46;123;4;146;95;149
13;82;100;17;100;13;17
74;70;29;129;44;21;2
55;69;43;55;74;74;43
123;137;123;137;85;85;115
124;121;104;150;124;121;150
145;109;77;37;11;55;21
60;12;12;31;53;31;53
112;134;74;74;25;112;134
136;138;136;43;43;24;138
43;98;43;127;72;127;72
8;132;14;25;99;64;120
37;139;51;37;50;139;51
104;78;104;89;95;78;95
62;140;2;2;62;2;2
123;46;126;123;3;46;3
146;146;89;89;141;141;129
3;129;1;1;129;106;106
83;83;94;45;45;121;121
104;125;104;91;83;91;125
46;45;46;144;98;98;144
63;127;127;128;113;128;113
101;53;105;65;44;107;129
56;17;116;122;116;17;56
110;109;17;87;27;44;3
23;39;5;23;5;78;78
3;102;135;3;106;106;135
39;50;80;10;50;80;10
5;79;119;20;5;119;20
139;139;84;59;102;84;59
109;97;109;109;48;109;48
48;46;46;144;13;141;147
140;39;51;39;51;24;140
121;37;145;18;43;45;150
58;26;33;61;61;26;33
85;48;18;83;18;85;48
30;50;18;50;41;30;41
99;44;44;6;99;72;6
117;8;66;66;119;8;119
2;75;15;15;75;2;72
130;87;149;31;15;110;46
36;147;62;40;91;26;4
9;55;22;9;50;55;22
27;23;18;98;149;150;46
22;87;93;84;35;79;123
11;11;109;18;143;18;109
15;43;103;120;120;103;15
129;102;102;129;27;21;21
11;86;44;11;86;129;129
102;54;102;104;117;54;117
150;142;39;150;7;39;142
27;150;89;89;22;27;150
28;5;28;19;27;27;19
63;17;88;63;59;88;17
18;88;18;88;63;63;4
146;44;9;9;78;44;146
116;142;102;137;116;142;102
97;34;28;125;93;71;86
38;3;38;60;60;98;3
10;126;66;5;5;126;66
113;60;61;60;104;61;113
100;139;8;23;91;61;145
132;132;118;118;19;71;19
98;26;93;132;143;104;52
117;16;118;19;74;82;17
21;52;120;142;120;142;21
66;7;37;29;147;55;106
131;61;121;50;144;28;122
40;119;143;29;145;49;44
89;4;104;89;95;95;4
130;61;6;61;22;22;6
106;115;115;106;148;73;73
147;111;132;116;72;66;41
125;113;146;137;68;19;5
21;21;49;56;49;133;56
149;84;85;149;103;84;85
125;125;28;4;28;25;25
35;42;116;35;126;116;42
130;125;130;111;42;42;125
36;36;89;89;97;84;84
98;98;87;87;98;106;98
15;15;146;134;146;131;134
13;13;137;137;17;42;17
8;32;76;3;98;119;56
42;114;150;46;150;42;114
130;59;24;79;21;24;87
40;95;95;20;40;57;57
35;95;78;125;127;81;25
17;148;120;17;120;15;148
138;138;32;92;68;32;92
68;75;132;132;75;26;68
75;77;46;79;77;79;75
83;101;101;83;137;96;137
17;133;84;133;84;37;17
6;129;129;90;6;90;87
136;2;1;25;25;2;136
34;129;129;29;4;34;4
95;110;28;97;95;28;97
72;82;77;143;51;80;102
27;1;131;42;115;62;137
11;37;25;67;143;49;43
83;137;139;24;62;97;36
67;104;104;69;10;69;67
87;83;49;83;75;75;49
37;132;9;37;132;67;67
90;25;133;29;114;120;28
69;84;137;13;82;83;140
126;57;149;139;36;73;12
124;109;134;123;109;134;124
128;29;29;106;106;77;128
6;8;141;21;108;5;117
130;42;84;17;54;144;38
114;94;107;131;115;141;22
76;95;87;41;87;76;41
127;99;81;81;27;27;99
39;61;61;87;109;39;109
47;137;21;22;22;137;21
135;72;135;42;42;72;98
79;138;2;145;135;57;68
90;131;134;26;134;26;90
12;51;105;105;121;51;12
31;128;51;58;31;128;58
48;90;1;90;48;104;104
144;71;17;91;144;1;41
39;44;46;93;93;39;44
22;144;75;23;123;110;59
18;71;18;40;40;57;57
95;42;127;95;42;127;37
79;25;79;56;25;4;4
145;145;91;67;91;67;35
15;129;128;15;33;128;129
87;81;55;49;92;72;67
125;9;112;104;112;125;104
72;83;23;4;104;119;16
43;80;101;80;43;56;56
129;74;129;91;74;48;91
101;2;110;118;136;137;63
74;79;132;57;79;57;132
38;38;111;84;84;110;110
8;2;2;52;44;44;8
138;101;96;50;101;96;50
67;42;22;42;67;39;22
134;77;120;120;134;63;63
135;105;135;94;105;94;88
150;150;133;95;65;133;95
79;27;124;56;147;104;148
143;79;95;31;72;132;132
100;19;39;133;11;89;135
92;117;52;52;117;92;132
2;64;108;108;1;64;2
140;78;140;150;53;53;78
32;21;113;113;112;21;112
82;45;133;113;133;45;113
145;54;43;150;43;145;54
148;35;91;64;109;131;35
128;82;135;31;135;128;31
92;108;64;106;134;29;139
136;27;116;116;78;78;136
83;146;11;83;11;146;105
116;28;28;17;78;78;17
114;122;112;54;122;114;112
87;20;20;3;87;140;140
42;85;127;43;42;43;127
69;15;69;14;103;14;103
54;115;115;84;142;16;19
71;84;9;84;71;6;6
103;124;124;62;62;105;105
51;4;7;6;115;91;34
9;16;9;143;28;28;16
50;102;102;116;50;116;101
45;72;45;97;76;97;72
67;38;85;132;38;67;132
130;84;130;38;112;112;38
95;76;60;82;95;82;76
82;29;29;18;18;82;7
106;18;107;18;124;124;106
48;51;51;136;25;25;136
50;7;53;67;3;8;146
86;131;100;131;145;100;86
90;72;94;98;90;72;94
41;133;133;135;76;41;76
81;82;88;130;81;130;82
129;106;106;91;22;129;22
89;72;76;31;144;138;107
100;116;150;116;19;19;100
34;34;66;66;126;126;28
7;59;26;117;26;7;59
63;40;74;81;40;63;74
42;43;40;37;142;89;15
7;112;127;52;7;127;52
63;19;114;19;63;76;114
89;87;20;87;89;20;102
95;95;73;39;39;54;54
5;21;21;107;107;14;5
56;37;56;37;141;93;141
104;19;99;25;147;80;130
72;55;100;110;110;72;100
131;71;11;144;72;11;55
140;111;140;57;104;104;57
67;133;43;141;148;133;144
65;65;29;4;29;68;4
67;67;97;65;97;43;65
123;141;1;1;41;41;123
88;139;88;139;79;79;12
149;149;70;99;146;146;70
57;114;135;114;57;135;102
1;117;149;1;149;53;117
21;111;43;111;142;142;21
47;122;122;47;127;102;127
62;149;52;22;22;62;52
108;2;127;148;123;133;44
138;81;92;110;55;115;47
117;149;149;115;117;1;115
135;150;63;38;83;16;129
74;74;39;148;77;77;39
71;90;2;36;71;36;2
127;145;76;127;76;148;148
67;61;34;67;111;111;34
23;1;78;23;1;143;143
23;100;147;77;40;30;92
146;124;64;105;38;116;19
144;95;60;95;67;67;60
138;74;87;74;121;138;87
82;62;26;131;62;26;82
36;3;36;3;70;146;70
107;50;19;77;137;89;105
31;87;87;31;31;62;31
50;120;17;120;50;147;147
93;103;1;36;17;147;138
134;29;29;27;27;134;1
16;119;75;75;36;16;119
93;30;48;38;30;93;38
59;128;75;128;131;59;131
125;137;94;94;137;125;18
119;3;108;2;44;70;44
117;117;4;3;31;4;31
28;84;92;84;28;58;58
114;57;25;47;63;140;132
64;64;4;93;4;141;141
98;111;72;72;111;98;46
64;74;105;1;69;121;139
46;90;133;55;46;55;133
126;1;119;49;27;101;13
59;79;144;110;74;55;12
139;77;39;147;39;77;139
87;46;66;41;66;46;87
9;61;12;12;110;49;29
70;103;36;148;74;82;129
56;138;149;76;56;76;138
149;99;149;99;43;116;43
45;4;27;4;19;45;19
10;50;16;92;132;10;55
133;27;133;60;27;111;111
19;70;23;70;115;19;23
112;139;47;56;139;47;56
1;145;145;117;117;137;1
32;21;32;150;113;21;113
11;11;142;46;46;148;142
10;31;31;45;73;73;45
123;111;26;123;111;26;102
49;141;27;27;49;91;141
96;118;33;118;120;96;33
96;21;3;3;21;2;96
9;9;106;80;106;103;80
120;60;120;9;37;37;9
56;104;104;96;108;96;108
68;97;22;68;97;63;63
53;15;91;56;70;7;91
87;132;87;127;127;141;132
35;52;1;6;35;1;6
145;145;92;82;82;17;92
23;86;23;49;40;49;86
104;104;28;28;34;34;63
26;82;82;43;43;26;74
119;98;119;98;119;3;119
100;54;20;74;139;77;51
116;37;1;116;1;37;107
139;148;147;139;104;148;104
95;84;101;101;84;95;23
44;7;7;141;131;131;44
103;48;102;72;102;103;72
116;22;111;61;61;116;22
12;57;22;22;31;12;31
95;27;27;95;125;79;79
8;90;122;90;8;122;45
126;134;135;21;34;87;132
117;82;117;82;6;6;6
39;2;108;86;2;86;108
94;116;44;94;97;97;116
97;97;91;18;30;30;91
61;83;83;15;61;16;15
11;11;113;113;11;72;11
91;102;79;4;94;92;129
87;132;7;67;80;71;50
62;116;22;119;123;125;46
141;144;73;141;144;112;73
58;99;1;99;16;58;16
45;149;111;139;131;122;87
23;89;117;111;111;117;23
75;130;73;42;5;76;67
82;21;120;23;82;23;120
69;54;83;69;115;115;83
143;127;103;143;129;129;103
33;41;92;92;7;41;33
23;82;143;82;78;143;78
143;7;143;137;7;19;137
49;84;122;52;64;36;103
61;61;53;67;73;53;67
114;68;110;130;136;100;92
57;134;134;81;81;94;94
40;40;84;122;122;32;84
43;140;98;150;108;69;104
108;33;17;141;9;29;1
144;26;56;56;26;144;25
89;118;119;78;89;118;78
22;118;35;145;145;35;22
110;26;138;17;110;17;138
30;5;30;5;104;12;104
142;144;19;57;118;105;50
1;1;120;120;114;114;131
21;12;99;99;12;79;79
64;49;47;47;110;64;110
20;20;13;129;13;113;129
52;26;52;87;26;33;87
116;2;116;13;54;2;54
114;67;77;14;14;67;114
61;101;126;101;61;105;126
97;4;29;29;4;17;97
107;48;10;149;140;114;51
150;141;88;19;6;77;82
101;75;140;101;75;29;29
23;17;17;138;23;102;138
13;12;14;12;14;13;29
39;6;77;77;39;99;99
4;108;131;50;4;50;131
66;102;27;139;139;102;66
143;56;56;143;118;118;124
56;144;134;140;35;32;52
135;67;75;107;131;129;52
126;76;31;102;76;102;126
74;74;88;79;88;118;118
145;145;14;56;76;76;56
6;82;82;131;6;114;114
34;80;45;144;12;87;96
12;120;6;116;120;6;12
13;109;120;13;120;70;70
34;68;66;118;119;40;56
14;14;79;81;14;79;81
133;68;102;110;126;117;142
107;107;73;16;98;98;16
113;116;103;75;6;39;106
105;98;98;132;105;80;132
123;107;51;51;123;10;107
35;147;115;59;34;141;89
32;32;77;139;57;139;57
91;81;114;61;97;137;130
86;67;89;89;67;86;87
96;92;110;60;134;137;107
1;121;1;1;1;121;58
47;47;17;17;19;124;124
137;27;60;84;5;4;147
142;4;4;129;134;134;129
35;123;119;73;103;139;3
12;59;7;15;32;132;35
110;37;77;110;62;62;77
121;126;117;122;126;122;121
126;100;126;133;100;133;18
27;120;11;48;48;120;27
85;27;48;23;4;102;40
71;101;105;38;71;101;38
73;118;60;30;73;60;118
127;29;127;36;36;37;29
17;11;86;17;82;138;27
101;10;47;54;16;15;71
38;118;38;102;92;92;102
113;139;3;139;2;2;113
80;31;31;35;71;35;80
83;56;37;56;83;17;37
46;46;83;112;112;130;130
27;45;69;103;78;28;131
139;29;135;31;109;91;110
103;121;93;101;145;123;59
40;106;51;51;79;40;106
50;50;112;96;126;112;96
21;21;23;47;23;147;47
129;81;129;116;101;149;69
57;8;70;42;70;42;8
28;38;25;32;64;73;114
25;25;150;41;150;1;1
67;44;82;27;35;149;92
59;74;59;16;16;74;49
84;84;30;80;80;56;30
147;4;10;147;52;4;10
23;80;23;80;46;46;114
22;128;141;58;22;58;128
130;78;58;128;128;58;130
10;101;115;117;57;44;37
142;142;120;120;4;82;4
81;27;81;11;27;107;107
25;139;83;83;25;139;138
149;52;54;149;26;52;26
15;122;52;15;52;122;5
16;130;75;75;43;130;16
29;7;95;29;95;26;26
115;88;147;143;62;36;8
73;128;80;51;128;73;51
131;27;136;51;17;144;80
72;112;117;133;104;48;58
43;99;111;36;43;36;99
6;29;114;145;114;6;29
106;54;54;46;124;124;46
1;61;71;8;90;92;53
144;144;44;44;55;133;55
50;123;127;50;17;123;127
81;8;81;77;107;82;54
21;26;26;1;21;95;95
25;34;41;14;34;14;25
82;89;147;143;80;128;32
86;86;75;132;32;75;132
35;35;23;53;124;23;53
70;8;85;78;74;108;65
94;94;33;33;9;9;118
117;131;56;137;66;98;121
79;67;79;12;12;23;23
139;14;97;14;139;73;73
87;140;108;72;108;140;72
76;80;134;80;134;81;81
125;125;8;69;69;25;25
90;130;90;81;109;81;130
20;17;66;3;59;10;90
20;96;140;20;139;96;140
63;7;58;125;123;2;133
66;42;19;66;26;19;26
101;37;32;101;32;37;96
88;139;29;29;139;33;88
134;139;93;91;109;9;62
146;146;134;12;12;134;15
145;105;94;11;48;112;131
54;54;123;25;127;127;123
79;64;135;111;64;79;135
141;52;108;84;108;84;52
75;38;13;38;109;75;13
1;149;84;11;17;121;74
15;15;19;139;22;22;19
116;4;116;98;65;4;98
17;123;123;124;17;47;124
137;70;122;145;60;103;129
31;141;42;31;141;44;42
78;113;117;113;117;127;127
9;20;9;56;20;131;56
132;80;132;34;52;52;34
148;78;148;58;50;50;58
45;132;132;148;148;45;68
5;3;5;3;136;3;136
121;121;52;93;25;25;93
17;17;125;51;51;25;25
82;46;63;86;86;46;63
68;125;58;4;90;149;51
10;64;7;141;24;108;147
82;148;104;104;148;24;24
79;79;125;15;125;104;15
49;4;117;4;117;91;49
113;35;98;35;113;110;110
45;119;26;64;64;119;26
13;18;50;61;46;22;135
137;97;97;140;140;9;137
20;108;9;62;62;9;20
10;139;90;10;51;139;51
20;82;15;142;15;82;20
138;15;15;33;33;46;138
134;19;96;40;97;6;31
82;113;113;64;51;64;82
66;25;114;66;66;114;25
13;100;132;131;134;134;7
23;23;17;109;109;137;17
98;43;43;77;98;148;148
117;95;33;95;106;33;106
37;75;75;148;79;79;37
38;113;37;28;121;20;79
118;111;8;111;118;38;8
113;56;147;26;113;56;26
49;112;49;79;110;110;79
117;150;75;75;150;134;134
83;90;127;59;87;32;18
80;102;58;28;58;28;80
80;78;3;70;93;11;95
14;14;74;111;72;72;74
30;53;18;39;121;100;26
135;127;120;149;56;118;22
74;99;31;74;99;89;31
30;30;123;102;102;138;123
27;2;114;107;92;119;148
13;90;90;64;128;64;128
76;126;89;37;6;88;34
122;98;19;24;122;120;121
138;83;136;135;135;136;138
114;64;114;54;64;29;54
48;48;35;38;35;68;68
131;127;114;63;4;108;3
84;139;126;50;139;126;84
129;72;72;92;143;129;92
122;91;77;126;137;95;126
110;110;14;29;47;29;47
30;51;20;113;89;74;3
20;146;50;5;16;56;5
70;39;127;22;18;49;65
83;128;34;126;66;146;46
40;31;129;31;1;40;129
142;46;122;91;122;91;142
3;150;3;150;32;59;32
81;104;6;127;6;104;127
53;53;33;29;102;33;29
18;8;39;98;109;51;142
1;40;41;28;1;41;28
39;47;120;47;120;28;28
82;59;1;84;25;120;97
68;62;34;58;135;50;91
76;45;45;65;20;76;65
128;28;132;91;94;19;127
113;1;144;1;144;114;113
121;121;11;97;47;11;97
4;112;17;70;112;4;17
65;139;7;126;133;20;88
56;51;38;38;87;51;87
34;4;52;34;19;19;4
116;80;116;121;80;118;121
121;106;81;84;84;121;106
109;36;125;117;60;135;83
17;90;27;33;107;31;27
141;92;81;81;23;23;92
53;68;88;34;113;107;76
125;51;125;51;5;19;19
107;32;26;1;113;121;14
74;59;100;14;8;21;137
136;86;86;136;38;8;8
74;84;68;38;10;134;38
91;125;69;50;50;125;69
150;39;27;150;39;139;27
30;60;60;30;32;77;32
39;54;54;12;131;7;89
93;108;98;104;99;88;42
24;103;3;103;24;32;3
10;50;50;148;148;118;10
139;44;87;7;107;109;67
106;2;2;126;126;106;49
25;125;96;22;17;89;48
116;115;29;115;25;25;116
130;120;85;120;85;66;130
136;81;81;65;136;65;72
45;46;92;103;2;33;30
43;128;69;92;69;43;128
112;32;137;90;137;32;90
96;46;46;3;3;96;101
129;129;47;142;142;14;14
121;49;49;121;34;34;124
75;34;34;78;139;78;139
43;79;115;74;79;115;74
1;100;100;1;113;22;113
22;80;93;36;80;36;22
133;36;94;36;94;150;133
44;44;28;74;28;84;84
124;124;1;25;59;1;25
10;31;68;7;31;10;7
99;133;140;140;41;35;35
87;46;18;9;18;46;87
147;2;83;83;2;106;106
80;134;53;59;134;53;80
132;137;103;132;130;130;137
20;18;113;18;28;113;28
131;131;122;120;122;120;103
3;46;69;3;46;73;69
48;55;136;48;136;55;16
38;39;41;20;41;38;39
20;94;20;94;127;16;127
43;84;126;141;28;96;137
90;44;90;19;19;132;132
26;102;119;104;18;110;28
24;93;89;55;88;18;94
96;105;70;115;139;67;42
103;77;80;103;80;39;39
51;37;37;130;130;51;128
38;8;3;13;99;4;122
113;113;126;43;43;48;48
98;39;44;6;92;64;79
41;41;110;135;39;39;135
95;81;62;146;146;95;62
139;67;105;46;132;45;76
63;79;63;56;79;30;56
105;118;118;90;90;80;105
2;63;113;123;147;96;89
32;84;39;68;68;32;84
149;73;45;141;22;50;2
34;140;5;34;35;140;35
64;114;6;114;54;54;64
116;43;43;116;14;13;13
72;72;150;44;150;90;90
121;56;124;13;68;7;5
14;11;28;11;28;14;101
51;51;50;42;42;50;1
123;30;145;134;141;60;133
80;135;60;80;60;128;128
127;127;138;138;138;27;138
62;25;5;73;73;5;25
35;7;35;136;7;136;88
121;137;14;121;53;53;14
110;18;57;149;149;110;57
123;123;21;107;21;107;134
34;148;66;66;148;5;5
