62,43,79,97,61,44,17
22,39,90,85,58,43,44
85,37,98,51,55,70,45
39,10,51,82,83,87,48
74,17,83,67,63,73,27
62,37,28,36,23,70,25
12,62,79,80,79,65,51
72,69,83,72,91,76,88
54,100,88,42,54,30,25
74,49,42,41,18,45,99
58,62,51,19,41,94,88
71,89,18,14,38,90,69
59,20,46,75,17,68,34
94,25,98,13,33,32,13
16,23,94,75,30,31,67
74,71,60,53,93,64,42
54,36,33,41,71,89,25
68,31,69,65,47,10,29
23,33,75,65,19,24,66
24,68,100,75,74,42,53
58,42,74,49,36,85,79
37,81,16,76,69,61,11
19,43,13,77,63,51,73
25,89,99,18,21,52,86
10,45,48,26,68,86,97
57,50,94,76,64,26,16
55,45,86,81,33,49,76
21,19,33,91,62,79,18
79,62,45,43,18,26,48
23,54,97,20,63,13,73
73,70,66,22,14,87,100
56,56,79,61,34,77,25
62,68,53,26,60,22,71
56,91,38,35,59,16,71
27,20,69,60,12,14,81
54,65,13,11,66,87,68
44,39,51,89,70,58,99
81,51,98,94,73,46,68
34,98,96,30,70,24,93
56,36,63,22,89,71,20
33,29,59,56,14,63,29
97,81,57,88,38,74,44
53,58,42,96,87,14,44
67,43,36,22,80,65,100
85,81,31,78,79,79,66
100,68,73,78,88,78,12
45,84,51,84,87,96,78
25,12,12,84,81,58,76
84,86,10,78,16,82,36
43,96,80,44,18,88,61
22,81,14,82,11,21,72
86,49,71,26,42,92,48
58,89,72,37,42,98,60
32,43,50,84,72,36,13
61,69,42,65,72,21,26
96,87,32,75,61,32,11
49,18,65,87,31,10,58
32,100,69,72,21,62,94
28,79,61,41,45,45,50
67,38,64,69,30,90,80
77,48,11,36,32,28,72
69,12,30,61,24,50,45
20,14,39,67,82,68,31
49,12,81,51,81,71,78
84,65,98,100,50,66,85
35,85,30,75,79,77,33
46,37,82,23,80,12,85
81,29,40,88,38,31,94
87,97,77,84,90,91,82
39,16,61,53,97,55,34
65,11,57,11,27,59,66
75,72,69,88,30,93,37
29,31,11,69,63,37,76
83,64,79,71,19,14,44
53,66,96,39,100,41,69
86,57,51,85,86,91,64
53,34,60,17,56,61,91
87,30,83,59,16,11,47
79,37,79,65,35,89,60
72,67,17,73,12,87,77
18,56,80,22,86,12,99
82,46,61,70,18,95,61
89,95,56,33,42,59,62
66,91,98,10,20,62,23
80,60,67,32,72,52,91
98,100,96,19,67,34,96
28,85,49,22,32,79,40
13,74,65,60,18,10,62
52,81,24,100,61,14,72
92,89,80,16,31,59,32
23,17,95,25,40,40,41
67,16,63,20,26,89,21
10,18,62,65,44,87,32
63,71,77,92,48,57,55
95,42,69,69,78,63,55
50,45,66,25,31,77,35
33,100,53,30,70,87,90
82,61,36,55,29,64,52
41,22,22,67,62,86,88
67,58,99,81,33,55,67
13,87,77,45,99,92,32
29,63,75,86,72,74,35
66,95,99,77,20,50,40
17,68,95,90,13,77,32
38,26,55,28,31,20,11
58,21,67,78,41,21,11
97,79,61,12,20,28,83
30,97,39,41,37,89,67
76,86,24,10,98,83,86
94,16,98,11,23,19,41
22,23,97,22,87,77,25
44,63,74,27,98,12,24
34,71,47,72,72,28,56
24,89,82,55,47,17,50
41,98,88,43,50,70,88
53,75,27,50,61,19,61
46,17,61,56,80,48,99
31,50,15,26,63,59,78
30,33,17,35,72,20,34
83,91,50,25,71,32,53
38,81,82,37,89,73,64
28,78,96,54,38,26,14
64,32,64,52,86,33,71
29,78,52,15,90,87,23
64,21,80,28,40,28,11
36,62,65,63,81,59,88
80,90,68,52,40,87,69
41,67,71,93,96,66,71
42,96,74,89,19,81,80
62,45,17,75,98,40,61
46,45,88,93,42,21,95
37,100,75,73,59,16,58
15,82,72,10,25,46,45
98,76,71,61,91,24,35
58,99,79,90,22,22,39
47,85,62,31,35,15,57
37,45,35,84,83,95,27
100,67,87,68,57,71,77
44,48,94,24,97,86,68
100,70,41,55,24,51,47
61,92,82,99,56,70,82
64,39,19,86,92,87,62
66,67,31,52,49,64,91
31,36,70,23,31,64,80
35,65,88,75,23,98,28
41,47,83,52,79,96,54
96,14,68,27,26,47,86
45,31,73,56,50,65,26
41,44,100,12,13,85,31
85,20,87,58,81,97,79
19,60,68,98,64,71,44
81,80,23,84,86,26,81
26,53,99,58,46,43,43
17,15,40,76,10,64,74
47,77,86,38,23,80,53
83,22,91,66,37,30,85
46,49,22,70,92,31,23
11,72,11,48,15,98,17
28,62,85,52,12,95,22
34,28,92,95,71,78,32
77,71,81,63,69,75,48
14,46,34,77,60,17,77
31,60,43,90,68,48,99
64,84,24,77,100,88,92
71,16,83,76,74,65,29
73,76,12,97,48,93,95
43,48,57,39,92,86,24
45,67,79,29,44,19,52
29,89,15,72,11,97,24
83,73,99,93,66,29,92
80,71,34,68,79,58,24
17,38,11,51,57,32,81
31,27,11,81,65,61,51
11,18,45,61,27,17,74
23,39,80,25,63,99,25
31,40,96,31,37,94,40
55,22,61,58,97,60,13
92,60,59,92,62,95,97
97,49,34,49,100,53,45
39,76,61,78,74,47,41
51,80,43,92,22,89,20
19,17,41,99,21,99,56
85,99,70,14,92,38,30
67,26,81,18,49,92,93
18,96,76,95,25,34,67
50,54,43,25,39,36,17
84,43,99,100,100,60,74
88,13,79,79,14,82,59
20,48,100,53,83,79,77
34,95,40,58,51,86,17
56,24,66,21,53,77,61
26,37,34,28,51,56,46
13,26,74,99,80,14,92
43,84,63,13,29,31,85
58,12,67,94,59,72,24
16,20,54,89,32,41,87
40,27,20,16,64,13,18
67,30,77,66,53,27,51
28,11,93,98,60,55,62
99,35,46,75,94,80,61
60,48,22,39,91,68,98
25,23,86,87,75,31,65
18,38,46,25,13,78,91
99,53,68,87,63,84,87
19,43,49,55,95,37,72
57,34,80,48,10,59,45
40,79,78,82,44,35,64
76,100,53,17,75,27,81
24,15,56,93,10,63,48
99,15,64,97,80,43,70
91,61,80,77,21,26,70
13,36,80,79,44,15,37
26,82,26,60,79,56,53
67,72,24,77,39,91,100
85,39,14,76,44,96,72
28,12,33,99,69,50,19
14,93,24,33,94,44,96
18,78,63,81,83,65,41
47,14,67,27,27,67,31
36,41,10,97,50,38,63
82,54,19,76,98,17,90
56,65,97,55,65,11,23
24,37,39,91,69,58,39
55,42,54,71,96,11,83
47,80,68,55,48,25,20
79,72,41,26,54,13,31
39,72,29,45,19,62,12
26,82,98,95,14,80,16
30,23,61,84,47,19,100
34,67,76,69,76,96,37
59,45,11,64,74,53,82
27,58,93,72,16,59,20
54,64,62,84,59,48,93
35,61,99,26,21,64,31
70,43,16,40,33,64,47
39,85,21,68,94,28,66
42,18,77,99,76,28,83
73,98,100,29,31,96,66
31,86,86,57,30,23,46
57,12,76,13,70,55,56
70,31,72,16,63,56,35
39,17,100,24,77,11,58
93,33,16,45,36,39,59
16,82,14,72,94,51,65
55,10,38,73,19,47,97
76,69,39,56,57,34,58
94,37,27,23,34,19,90
100,53,46,97,45,100,94
10,13,62,44,52,100,77
16,91,56,52,66,90,99
26,83,58,28,80,33,65
71,24,48,72,45,85,91
94,62,95,19,67,31,21
49,88,34,71,63,100,81
73,21,87,46,69,40,25
47,52,68,48,76,40,62
65,84,79,37,15,82,10
97,21,56,79,81,71,51
17,46,57,74,78,96,48
10,91,28,71,48,24,96
69,53,25,34,11,40,32
29,14,90,52,87,93,93
93,23,33,73,52,14,30
17,41,67,59,50,37,73
30,45,16,21,70,60,44
65,40,19,66,22,13,66
78,76,81,66,87,83,44
100,81,65,90,28,51,56
62,53,42,30,42,35,47
59,66,20,24,31,15,15
59,91,32,46,63,65,23
37,94,13,41,17,45,53
54,35,75,88,82,10,21
35,97,46,73,45,88,11
83,20,10,78,30,53,99
46,93,79,37,100,29,17
84,51,75,22,90,65,97
65,55,18,93,99,57,24
82,98,96,82,93,46,100
40,57,43,58,100,40,16
31,67,53,90,72,97,15
18,14,19,20,36,52,37
64,71,48,35,50,13,72
66,96,41,32,89,92,72
93,94,75,34,37,65,26
67,37,48,44,92,28,61
79,36,68,10,40,60,62
57,10,34,56,84,97,19
27,67,33,40,37,65,47
98,84,88,76,34,38,99
21,75,33,20,47,21,35
32,83,92,65,14,63,84
21,71,16,56,17,19,46
29,58,17,83,99,81,27
90,72,93,65,69,66,62
99,12,50,13,45,76,48
84,51,100,59,100,99,97
54,14,67,40,75,14,81
19,53,10,47,71,61,33
97,47,60,59,53,76,15
59,31,86,57,22,17,22
35,28,58,79,49,86,47
27,76,24,42,69,23,36
62,59,15,51,43,66,14
19,60,78,52,61,96,52
51,68,89,21,61,26,98
63,22,20,15,23,23,52
37,57,49,45,50,74,86
98,31,31,35,23,21,18
33,14,75,20,26,85,86
100,93,59,97,44,89,49
17,42,45,66,47,90,74
69,83,28,62,43,47,69
71,63,81,47,16,38,38
19,93,43,75,60,97,68
50,59,59,61,78,36,75
76,47,47,63,43,69,20
50,79,68,80,80,91,86
82,16,24,16,20,95,13
13,100,89,21,10,87,29
44,94,47,15,59,23,75
90,91,24,76,88,72,59
20,14,77,20,69,33,13
84,34,80,60,61,15,46
46,64,28,82,45,38,71
21,57,93,88,89,71,77
68,54,76,86,76,53,62
57,82,13,69,92,94,71
36,51,79,24,27,17,88
54,100,95,99,87,44,67
13,94,78,33,74,32,78
70,21,64,28,51,57,56
26,66,46,97,14,84,42
49,87,55,34,94,41,53
27,32,52,15,37,51,51
37,65,19,81,87,52,68
61,45,21,19,85,10,82
83,56,62,12,83,88,80
82,86,59,35,26,98,61
59,12,15,42,27,69,20
82,67,98,100,55,63,98
50,84,43,44,36,41,76
99,93,19,85,83,43,43
41,63,13,28,25,24,54
33,17,44,91,89,40,87
58,92,70,42,15,30,49
48,86,20,67,90,12,58
82,31,92,66,34,11,97
50,21,30,30,81,61,72
74,97,86,52,29,35,38
54,15,54,95,75,81,99
100,40,20,66,33,38,15
81,38,53,69,51,40,69
70,94,26,97,43,64,50
65,49,15,71,25,34,11
21,77,74,72,71,44,37
30,48,71,85,14,12,46
33,99,89,78,86,55,10
71,13,53,59,37,35,72
92,75,36,44,28,81,68
24,52,71,50,70,93,86
82,71,93,65,46,39,21
86,30,51,47,12,28,39
89,19,81,61,16,73,94
37,79,75,14,24,13,20
37,38,73,18,83,76,62
49,39,69,43,21,29,95
69,34,49,31,49,89,92
44,92,58,73,38,60,64
87,28,59,90,76,87,54
97,32,54,73,93,45,80
65,91,42,53,19,33,73
37,82,41,46,94,76,60
18,12,64,21,55,83,59
74,79,46,40,100,99,56
70,44,70,73,70,86,26
88,82,81,35,19,21,61
93,56,88,68,18,53,57
85,78,82,13,92,72,80
66,36,71,13,41,15,74
82,86,68,63,73,94,27
20,96,26,15,45,29,66
85,82,45,54,19,59,24
27,63,25,36,21,92,97
86,67,17,34,80,72,44
79,69,34,37,27,25,27
18,83,60,56,26,59,100
78,93,50,13,82,42,90
77,76,99,58,27,57,17
74,45,53,64,83,45,43
89,71,45,11,72,65,10
42,48,10,79,30,92,85
85,12,39,64,80,34,41
40,75,100,93,83,81,75
91,25,53,57,61,56,94
37,100,75,46,21,43,34
10,66,17,71,96,14,82
48,64,93,98,89,89,99
77,97,21,30,65,32,70
25,84,35,64,62,54,21
10,91,17,75,20,22,90
81,29,14,91,47,21,44
86,80,24,65,73,99,75
53,11,27,98,27,77,28
99,59,87,46,38,86,26
90,14,54,34,71,81,36
100,58,23,37,19,72,19
66,52,42,48,98,49,38
80,97,74,72,86,80,64
79,77,66,17,79,24,57
38,16,92,67,69,37,78
73,89,88,67,65,59,13
32,86,19,94,88,27,96
45,27,57,21,53,29,85
30,78,23,13,79,99,57
80,93,36,97,70,74,76
70,63,12,89,22,28,13
58,51,63,38,18,12,10
51,18,100,55,36,19,52
88,70,90,22,40,98,37
22,13,52,48,54,38,63
50,99,87,91,39,100,54
18,84,33,41,31,59,96
12,90,58,27,74,83,36
59,75,52,34,78,56,97
20,39,18,52,24,65,26
51,93,32,59,88,42,60
20,41,94,26,66,49,89
53,85,91,91,51,95,71
71,27,97,77,75,33,96
65,24,43,73,69,21,59
37,49,11,34,86,67,92
52,49,77,90,65,75,48
76,32,93,28,69,59,32
60,26,14,20,22,67,60
39,42,46,89,67,58,35
44,50,59,99,22,89,34
14,81,70,63,25,42,70
16,68,37,90,48,95,83
76,91,52,30,67,84,58
10,82,11,93,29,99,15
61,12,84,17,38,34,46
70,50,23,99,19,74,51
64,32,72,99,94,37,82
55,69,57,46,78,52,70
80,54,32,46,45,43,55
44,31,31,10,100,32,41
18,43,82,59,45,30,23
11,13,20,86,14,25,27
28,99,93,44,35,29,16
19,83,41,68,48,38,85
16,58,79,31,83,35,46
21,82,40,92,10,35,99
20,48,74,28,30,69,45
80,67,82,13,19,38,12
55,52,47,28,33,72,91
47,25,76,94,89,73,63
12,99,21,32,38,51,79
97,40,27,21,80,47,65
73,13,66,74,55,41,16
90,97,95,88,33,72,24
79,94,73,56,97,41,85
36,11,23,19,73,44,42
72,92,21,94,48,55,20
53,42,63,86,45,39,38
14,76,34,58,86,19,57
70,34,22,90,48,10,11
40,89,40,51,45,39,15
12,82,88,36,68,32,24
57,43,81,15,11,81,46
59,31,31,80,40,29,35
37,35,40,97,82,49,41
56,24,41,57,10,21,81
20,89,51,26,34,54,41
86,20,87,41,15,29,37
77,70,79,12,72,42,87
21,73,25,38,59,64,20
22,67,99,63,33,87,90
83,46,75,20,100,77,56
29,59,44,14,100,99,75
35,90,52,37,54,57,23
20,20,60,18,12,81,76
99,42,64,84,21,80,65
39,51,51,63,88,35,18
27,74,92,51,94,48,83
61,80,72,70,33,73,50
12,78,46,99,46,23,29
55,42,29,74,34,84,55
22,96,56,68,49,24,92
60,40,75,34,90,60,84
43,41,72,33,88,18,18
88,59,40,69,96,31,60
88,78,16,96,56,65,43
63,13,61,64,90,13,59
18,28,94,71,50,84,35
66,33,82,37,32,83,61
41,56,73,20,21,70,22
66,49,84,47,87,76,63
77,79,15,36,86,79,10
96,21,24,78,43,59,44
22,16,95,80,91,11,74
95,27,48,41,48,38,75
45,20,56,54,53,10,83
58,92,55,54,60,41,60
26,39,75,62,13,94,99
55,28,28,88,81,69,26
72,71,15,77,95,25,64
43,20,89,65,52,77,82
39,96,37,17,66,94,93
77,100,64,94,53,55,29
59,11,61,47,16,85,39
36,80,36,54,56,23,13
94,75,96,30,39,53,89
20,17,49,14,79,90,75
96,12,83,37,50,94,78
69,64,30,81,68,91,63
13,41,92,94,17,54,76
93,21,77,14,86,38,98
29,32,35,46,60,61,12
52,44,100,25,32,100,80
53,88,72,36,14,47,43
66,25,59,64,34,97,91
88,81,53,72,90,87,57
64,89,78,47,39,25,27
14,81,89,94,38,42,24
71,68,97,60,59,87,81
70,27,46,18,55,18,51
44,11,94,89,45,74,39
30,43,75,57,88,72,24
63,27,47,71,20,61,47
54,10,75,19,71,81,52
13,64,17,52,22,100,76
42,72,85,53,85,64,72
49,50,57,98,63,49,34
39,32,24,53,54,75,18
28,100,61,73,30,10,86
94,88,90,98,86,100,78
72,57,44,51,13,28,60
91,31,32,47,93,54,46
50,72,64,67,84,14,45
67,27,31,24,68,79,19
52,47,64,91,22,50,95
25,33,51,65,96,99,38
25,64,34,69,26,39,76
51,29,68,10,22,82,83
87,69,49,42,31,31,75
89,13,30,40,45,99,60
97,95,57,56,44,57,33
39,63,27,94,80,80,76
61,65,41,65,18,52,85
89,86,27,51,34,85,10
17,47,37,82,65,70,12
95,65,21,97,83,69,57
28,88,90,68,77,32,41
92,21,66,24,96,82,95
17,58,87,32,55,36,83
18,48,33,64,37,81,71
50,63,62,44,21,81,88
42,41,53,15,14,15,62
21,81,52,33,24,80,68
45,28,21,43,26,84,49
24,96,19,61,90,11,28
56,59,16,78,28,93,78
27,33,66,74,83,89,23
24,51,89,88,44,83,95
57,87,79,84,80,65,69
42,95,67,31,21,32,36
82,61,63,65,24,69,12
76,59,92,64,35,95,92
94,80,34,41,44,87,71
48,93,43,78,84,25,74
76,83,84,38,92,98,86
76,67,10,63,18,15,86
80,19,15,23,72,21,57
44,61,25,58,60,61,63
37,10,72,48,32,51,76
23,80,33,27,36,19,12
31,65,41,69,38,63,37
84,17,18,87,84,57,34
89,15,30,61,68,12,15
65,53,80,67,60,71,28
41,56,38,89,91,25,92
11,100,57,59,78,95,56
16,55,24,32,42,99,12
23,71,38,43,54,36,98
36,95,23,65,35,72,38
93,43,61,69,50,34,38
99,100,14,86,80,64,91
88,92,39,62,73,30,90
58,81,76,69,20,38,16
80,40,10,65,93,72,60
99,78,84,58,18,92,92
54,35,88,62,24,28,29
77,12,55,96,68,15,64
38,48,94,91,64,26,72
41,91,90,15,65,80,51
39,76,50,43,67,49,47
70,13,65,83,65,74,16
62,60,32,35,44,66,10
81,66,72,98,75,49,43
37,18,76,22,85,51,21
28,66,39,83,81,75,50
16,85,65,89,15,84,16
83,78,50,71,78,85,15
49,71,78,38,94,17,26
95,99,84,53,64,34,85
93,50,70,29,91,93,35
66,17,10,94,37,70,55
17,72,17,49,16,74,46
23,84,94,10,61,42,38
43,61,95,56,20,18,79
94,45,62,46,76,42,24
48,53,80,94,18,87,42
63,33,66,52,55,46,39
29,78,64,75,92,51,33
17,57,11,74,26,92,97
56,92,95,100,69,72,58
88,98,58,12,73,41,23
48,93,45,31,60,89,33
52,71,74,95,76,89,13
84,93,69,74,53,57,18
74,51,63,92,17,68,54
98,69,76,34,59,10,85
34,86,16,68,32,67,35
22,10,76,66,24,21,16
64,77,71,54,47,50,25
14,60,28,88,85,37,22
65,58,63,84,53,59,93
56,21,31,65,63,64,31
83,39,38,29,17,74,77
61,47,50,94,15,55,85
24,19,11,70,67,72,93
68,18,34,57,80,14,64
32,18,40,58,91,92,42
28,100,63,92,91,81,29
95,27,31,54,70,38,76
93,12,95,47,75,57,12
23,21,87,15,62,39,24
96,81,87,50,44,71,52
19,65,85,61,41,100,34
90,36,16,77,75,41,86
92,85,34,78,30,45,99
91,18,39,52,53,21,26
99,90,98,75,65,20,70
68,97,93,100,34,84,34
38,35,99,88,58,72,31
67,70,69,54,83,97,75
75,73,14,87,38,41,37
62,71,32,87,31,18,75
27,95,48,72,15,85,88
43,62,29,72,89,82,73
70,39,28,65,82,34,65
77,39,69,61,53,13,73
34,29,93,49,97,65,37
93,44,41,87,38,32,41
49,60,99,76,100,78,28
38,80,25,70,40,48,74
92,82,38,46,19,22,79
26,28,88,46,77,30,26
80,48,28,51,68,87,83
40,89,86,87,59,77,65
58,85,88,30,12,89,58
14,32,57,26,48,81,74
86,84,97,97,51,49,54
53,47,67,25,32,73,56
61,31,79,100,18,82,50
72,15,52,12,12,56,56
18,45,75,85,91,51,55
91,29,79,77,70,79,35
41,19,47,51,61,11,66
48,39,42,24,65,26,50
37,27,87,79,54,43,66
67,13,47,90,46,72,74
71,37,99,75,10,60,13
33,53,94,93,15,60,15
18,28,54,100,78,37,12
43,83,58,89,23,57,59
73,37,65,39,73,93,45
16,16,14,17,30,89,73
64,91,57,27,72,95,19
21,65,55,54,45,96,93
73,12,43,74,35,49,51
67,63,75,33,64,44,72
65,21,15,37,59,98,86
12,20,95,66,91,58,28
82,33,64,35,83,96,71
43,75,46,26,37,79,30
15,33,20,52,38,99,68
84,58,64,22,85,12,98
100,83,66,74,34,99,49
42,19,98,29,91,46,81
91,16,42,63,57,86,19
91,62,12,68,53,20,91
19,16,15,48,25,87,13
33,74,42,22,87,95,82
99,67,79,78,70,71,43
23,83,24,36,88,10,25
45,60,66,92,91,39,37
89,10,81,61,90,67,57
89,56,35,74,93,42,80
68,46,91,15,22,10,92
55,88,49,84,58,65,43
89,94,59,15,45,85,77
10,16,39,35,59,38,35
37,48,35,76,48,96,52
36,17,43,33,43,50,69
76,69,67,63,77,96,45
40,47,79,81,37,36,49
65,31,98,11,93,82,11
88,93,87,79,11,71,67
82,80,57,51,21,69,88
62,46,95,64,36,84,30
38,98,54,17,61,34,88
22,91,44,89,86,90,36
12,99,27,18,16,72,56
94,14,34,86,64,72,34
74,73,92,64,68,60,12
68,30,38,85,24,59,76
18,56,78,91,45,100,76
25,12,26,66,78,21,14
65,68,59,66,33,99,56
47,51,54,64,35,23,12
50,13,34,99,44,66,17
77,97,21,44,58,66,38
20,71,95,57,77,85,95
58,36,81,89,36,47,73
78,80,82,36,43,71,67
23,79,80,77,25,59,88
34,55,65,57,38,43,81
69,69,67,82,37,86,61
30,51,67,19,29,61,90
54,37,93,50,24,99,52
72,44,28,24,35,45,59
72,55,37,94,24,96,60
100,79,47,70,39,95,67
33,58,22,96,71,100,70
84,90,93,93,41,64,96
69,12,61,57,85,30,58
91,79,74,87,12,79,33
97,59,20,59,69,57,40
