-15,-50,79,-24,-94
23,-51,-1,-33,-64
56,34,-76,97,78
-9,26,-29,10,-92
10,20,74,-4,-17
52,96,69,85,-44
-14,-85,7,-62,0
37,33,36,-15,1
32,-75,36,72,-38
49,56,-95,73,81
93,-69,-14,-77,-62
61,13,-46,38,-95
29,79,25,76,57
-17,56,29,30,80
-98,77,26,53,95
7,-48,64,-82,25
96,-77,62,14,-73
69,-84,42,-58,-91
-72,-90,-17,80,-70
25,-2,42,97,-30
76,68,97,46,44
-86,4,10,17,-25
43,-72,79,-12,56
-37,31,55,77,60
88,-16,22,47,35
98,-1,94,61,40
-36,95,19,-69,-57
-23,23,55,62,-40
52,19,-20,86,11
-99,-56,82,-76,40
89,-71,69,-52,14
-86,-80,70,94,-2
14,-44,-5,96,-9
66,-76,56,44,-18
-15,41,98,-88,-58
-18,55,-80,-58,-42
-86,-8,-32,49,-76
-67,34,-44,79,80
11,72,-36,-86,59
35,42,-99,61,-57
-83,-97,60,-43,-68
-75,-33,-41,-79,-27
-58,-13,13,-61,-69
87,-64,94,70,44
-10,-56,-2,-82,34
-58,58,-8,-92,39
85,-7,8,23,-49
-97,-37,-14,55,47
58,37,-75,-8,33
-23,27,23,81,61
-88,-53,-97,-3,-55
28,-97,-97,86,30
-84,-69,32,-15,-80
8,-77,-32,-17,78
-39,39,-39,-27,-1
-60,33,-71,61,-66
-15,25,-97,31,39
-95,-7,-9,71,-36
88,90,-94,-83,95
38,-75,49,-58,4
-60,-73,7,-23,-95
-57,56,-74,26,16
58,26,-38,-88,69
38,-82,-16,-70,-95
99,85,-38,-70,2
32,-48,-65,3,-45
-80,-3,94,-44,89
-51,58,-29,-77,14
-91,37,84,26,89
-51,-55,82,4,41
70,80,-95,87,33
26,20,100,-62,29
4,1,76,-92,-6
96,79,59,-57,-62
-32,7,100,-81,-47
-86,-85,-35,70,10
76,16,-50,-45,73
85,-88,72,-97,90
19,-74,54,9,48
9,-15,-89,56,25
26,-85,-68,91,15
59,22,-80,-36,-42
93,83,6,-41,-10
97,9,-13,28,-17
-17,87,7,41,-5
-77,-15,-13,-23,-29
-91,-23,99,9,29
-79,36,-2,-40,24
-79,-47,-96,-90,43
-65,-44,18,-84,93
-78,25,-1,44,51
-24,5,7,-51,-10
-71,30,-81,-97,-54
57,89,-91,-56,32
68,57,38,-21,-23
5,-2,-18,-42,64
-82,30,90,-84,-43
-41,70,58,43,90
53,-85,-2,79,-39
-71,62,94,-31,23
-55,5,-50,36,30
11,46,30,-84,23
13,8,-23,-43,67
-44,23,42,-32,-67
-90,79,43,-49,35
29,-1,-8,72,97
-97,84,-98,36,-1
-28,81,51,-49,-16
-74,-28,52,89,13
-65,-22,76,12,-86
-70,2,12,-84,-50
91,-89,22,52,-28
-19,86,67,53,-31
91,47,-64,80,-65
74,32,-45,16,-45
-17,58,90,-81,-9
60,57,-44,-79,58
8,-79,74,-69,83
-92,-67,-16,32,92
-78,89,-44,-48,23
-37,-58,54,-81,-76
82,30,-75,-32,-94
-48,-74,31,-23,-68
-66,-98,-78,17,79
52,87,7,57,40
79,-88,-8,-13,94
64,-4,30,43,79
-21,59,88,-37,-44
7,74,-70,-44,82
21,9,60,-19,12
60,40,-66,-8,-67
-60,-82,99,44,-66
65,61,-80,57,70
41,-36,80,-94,-9
14,70,51,13,80
-29,50,-31,-54,3
92,39,-4,-7,76
2,42,-26,100,59
19,-97,-28,12,68
-6,34,98,37,-81
72,-82,-7,55,36
77,64,51,43,-10
93,-72,69,100,-28
79,-60,92,23,7
-20,44,81,-44,9
-75,8,-88,-73,-23
72,15,55,13,-80
89,-92,53,54,37
-2,64,-76,40,-49
31,15,-46,13,17
35,93,6,-9,-1
19,-4,-88,13,-50
18,45,-6,90,-7
-45,35,17,-82,-24
-41,-59,25,-9,-70
56,70,-89,-39,71
66,-78,52,4,-15
74,62,-92,-76,-98
36,-37,73,92,1
-61,37,-34,52,11
-54,57,83,13,-13
-34,-37,-70,-95,-31
-31,49,99,85,-56
55,38,66,-94,82
-8,-66,-31,-54,-65
-59,-19,-55,33,-40
58,-47,-3,-30,12
-90,72,-84,30,-88
78,28,-57,-69,-33
-70,19,-33,-6,17
82,36,9,64,-91
-91,-86,-7,-49,86
-64,70,72,-56,-76
85,58,97,11,-21
27,2,6,54,-75
57,8,-67,-72,54
28,40,53,-86,87
33,-79,12,11,34
-95,39,43,5,-93
-8,11,35,59,72
76,0,-69,58,41
-19,-5,17,62,-32
-57,94,58,50,49
-62,-2,92,-83,-5
67,-63,78,-40,4
-16,-86,-69,-78,21
-96,-52,33,12,-40
65,50,-3,-9,61
-79,-10,16,-89,68
-90,-56,-93,-95,2
60,39,67,-51,-62
38,-28,-54,-3,-44
1,-51,-79,-68,-91
-30,44,-27,-62,-73
54,-93,-87,-98,-83
-8,83,-23,-33,92
-39,-96,33,59,93
22,-46,-80,-87,-52
-36,61,37,-99,94
-51,95,-31,-36,81
62,-46,-82,62,-34
91,-55,5,-24,18
-59,-27,97,15,42
71,72,21,-87,85
50,-38,65,49,11
-37,3,73,19,-85
29,50,-8,-98,-68
60,-40,-39,-11,-83
-97,37,-95,77,-95
-99,-4,-24,54,70
37,88,18,-15,72
-82,-48,30,-5,33
12,-21,78,85,58
11,26,72,91,-9
-22,-9,76,31,47
76,-49,39,-83,-99
-76,-11,23,-94,-80
-90,5,-10,37,-68
-5,45,84,18,49
-96,33,-31,-95,-49
46,-94,-80,89,-61
39,-1,3,18,30
73,-23,65,-83,46
-85,74,43,-17,65
-13,84,-56,-64,-34
-64,-78,-10,40,-74
-84,98,-71,-97,38
-49,-82,3,72,57
13,92,-10,16,-85
-97,3,74,-9,-76
50,-73,88,-66,-11
11,-39,16,-79,75
-39,96,94,3,-28
19,-35,59,-31,13
56,45,-7,-51,75
-82,73,75,-25,0
7,41,-60,1,-39
28,-30,-10,-5,90
95,98,-92,80,-34
-25,54,-84,-17,-10
69,-43,64,54,-30
81,-62,-29,-73,74
98,-58,-48,-84,-81
-54,-15,-85,82,43
82,-2,-33,95,48
77,97,13,44,-55
-40,9,-88,8,15
1,-60,59,-8,-57
-22,-53,-16,20,-57
66,96,-8,-17,-98
41,28,35,-30,-92
64,81,-48,32,22
30,-39,-9,-95,-31
68,-74,87,-28,85
97,23,89,28,-68
-52,86,42,-97,96
80,-9,-41,-49,-42
84,82,-3,77,4
61,44,80,49,-38
-8,-71,51,-95,93
4,-75,43,-93,62
54,-97,-70,-64,1
-84,-71,-77,97,98
-46,-59,-1,93,-34
-76,-70,49,99,-46
-37,-99,-99,61,42
-20,7,78,-48,-97
-76,-13,-61,-94,-34
62,20,-2,96,87
-33,68,87,5,67
25,70,-57,-86,-52
-79,26,-62,-67,-85
-82,76,20,-80,-84
-68,-5,-88,-75,-61
-34,-17,60,-68,84
84,-34,-72,61,-48
-80,-7,92,-49,27
98,-46,-98,82,32
27,-80,-43,-86,-55
35,100,93,-60,15
0,-4,3,-47,95
-52,-34,41,-39,89
37,-47,-57,-81,-35
68,4,58,-27,23
-76,46,-80,-98,-97
19,-33,-62,78,-37
-68,-8,43,-1,58
11,62,-67,55,-39
66,94,67,-44,81
41,-52,-51,-91,-51
35,-2,-63,-95,2
41,-41,76,-9,39
2,49,34,99,-84
-6,-38,31,34,-85
-69,-28,44,-43,5
39,-78,-41,-15,49
94,9,89,29,6
28,56,10,-18,35
12,8,-86,48,57
-73,-84,-13,-24,-10
-55,66,52,-40,-18
-15,-10,97,7,-10
85,-16,66,47,25
67,-86,-38,42,98
90,25,31,93,62
-61,-13,37,41,32
-12,-55,47,-33,74
-35,-81,-76,-49,12
92,65,61,-33,24
-73,36,-3,-99,-75
-22,-68,20,-91,1
31,-1,26,-35,59
8,-57,-75,-38,43
-25,56,-76,-50,24
-40,-92,48,19,83
-1,48,-29,-66,46
-94,-27,-79,47,25
75,79,23,-7,31
36,48,19,1,60
-19,-98,-64,9,-98
8,-2,-65,-35,47
-32,-60,-84,3,2
-66,-35,26,49,-27
59,-75,-27,95,-62
77,56,88,-36,-57
-91,-95,-14,86,50
53,31,6,20,-66
-3,5,-46,59,2
-28,84,34,69,98
-29,86,100,-86,-85
-49,-8,-96,-81,85
-11,-29,-99,-22,-10
35,-93,3,-16,42
-41,-81,-45,68,47
63,-18,68,6,20
25,80,-97,-94,71
75,28,20,-18,39
-67,61,-92,-14,67
38,-29,87,-8,-14
-15,10,25,35,-96
-42,-69,-78,-56,-5
-64,-77,36,41,75
-43,60,-9,-63,-51
-92,25,43,73,-64
-18,70,55,41,61
67,57,-33,90,43
-17,-14,11,-28,-30
60,-53,-60,-89,36
-46,34,21,-44,17
-56,58,-97,-25,-12
-36,61,-97,48,44
63,-84,11,-32,-98
-38,-90,-86,-37,-38
10,-31,55,10,47
8,-65,31,-38,-8
74,70,-88,-48,45
-63,-53,-5,47,72
-79,-57,-15,92,57
-57,39,-52,20,96
8,77,60,-38,44
-86,-43,-71,87,26
-46,-64,23,-87,-91
59,-10,-74,13,-83
28,66,54,-80,-60
23,-12,38,26,-13
-92,43,23,18,-15
68,66,-10,-57,34
-58,-52,-13,-88,-82
-70,55,88,-43,14
50,73,39,-36,-96
-64,43,86,-43,54
-18,-75,-66,34,-37
32,-7,-96,75,-69
-38,-97,70,-83,-68
-43,-58,73,-19,-33
71,17,-33,17,62
-70,81,-26,-86,-27
61,20,4,65,68
-85,-21,36,34,-45
20,-2,61,-55,-31
-52,-64,-43,50,61
81,44,-39,51,24
-76,-70,0,-96,58
12,-14,35,37,-27
51,2,-84,67,46
-5,76,8,-61,78
-61,80,65,-43,45
-20,-15,-54,-42,-47
-86,0,-14,1,-8
75,31,85,41,-79
33,-4,-65,88,-9
-61,-39,89,76,26
-93,-12,-43,-84,21
55,-46,74,-62,85
74,-66,52,-46,-78
39,-22,27,84,39
78,57,-16,58,-28
-47,-38,-52,-44,23
-16,-89,-88,-13,44
-52,-57,-35,-92,64
-56,5,52,23,27
31,7,16,70,67
-74,-33,-49,62,-4
-42,90,-67,27,-79
0,75,-83,3,34
-64,27,-79,-88,-95
48,-74,15,-68,68
95,71,92,-38,98
90,49,13,-47,77
-36,-25,14,-47,-61
95,-74,64,12,28
77,90,-42,14,-1
-26,-52,83,-13,-75
-38,-63,-60,92,49
-40,92,-6,40,-43
-83,-99,98,57,-12
24,-24,100,41,92
46,72,-36,-1,88
-54,49,-26,-11,68
-17,10,-18,42,14
-70,-83,50,19,-59
-57,80,-8,27,-60
-23,-93,-57,42,22
-74,-68,-63,51,4
14,-34,96,35,-69
-20,-51,86,-84,-98
38,24,-50,36,-73
-61,-50,-35,16,94
-37,-84,-59,31,7
-10,-60,16,62,27
-6,28,12,53,59
23,59,-82,62,-46
84,-69,6,-75,-31
89,-52,9,18,-55
52,-54,91,-7,50
22,-85,-74,26,-6
-95,-3,71,-6,-28
64,-69,78,-66,90
50,-82,-98,-76,-18
3,31,-28,27,57
20,-93,-4,-55,64
99,40,25,23,57
-27,-44,-46,54,-23
-27,98,18,-57,90
-98,-45,48,49,-60
2,-2,20,19,26
52,17,33,83,40
-10,32,48,-68,18
56,-31,-11,-79,55
0,-57,-33,-69,-16
63,41,-70,94,-63
-59,-16,-35,-10,2
13,83,-19,62,34
65,-18,-93,-26,-75
-54,-21,-45,-19,45
-13,1,-7,-6,94
-37,52,31,-38,-30
99,61,55,55,95
-52,56,74,-75,-32
25,-35,34,-75,-82
59,-57,10,-59,-56
33,-30,-55,-35,91
-37,40,-64,20,81
-82,-2,46,-78,-40
14,-99,-7,5,-99
17,63,-18,62,85
-30,87,13,-30,-66
13,-8,57,-72,-4
63,62,57,-61,-58
50,85,-33,67,17
-90,-3,84,68,-80
66,-55,51,-78,-96
-93,-44,64,49,96
-33,-66,34,85,-59
67,39,-20,64,-78
21,-7,-33,-56,98
15,15,81,11,82
-58,67,-28,44,-60
-21,-97,-60,-45,-91
-62,-25,-40,-19,37
2,38,100,89,-44
-84,-51,-57,99,-60
6,-91,96,-93,13
-14,-12,58,-26,-57
26,0,-51,-21,-3
11,37,75,-77,38
-77,30,-74,-12,-55
-7,34,-48,-53,13
96,54,7,-88,18
46,-44,-89,-74,-34
67,-84,-7,-55,-57
21,12,-58,-24,60
-36,-97,43,-76,67
83,-26,76,-46,45
43,52,-45,-42,15
-39,-13,-32,32,-55
48,-64,37,-16,-76
37,80,54,-24,-44
78,-61,92,40,-83
-18,40,2,-69,-81
-68,-53,59,8,83
30,-24,1,-35,97
73,33,-48,42,100
-94,14,97,86,-51
-7,-71,31,42,84
67,100,15,-64,-50
94,34,15,81,-64
60,99,-94,-68,4
94,30,-4,-58,-62
-11,46,8,-78,25
42,-44,74,7,-58
-79,0,0,-4,61
-45,-92,-3,-77,-6
97,5,78,53,4
62,2,29,92,48
82,59,-61,-70,47
-43,-94,-41,-25,-66
89,-1,7,23,43
77,2,74,16,93
-21,-48,-2,-93,-39
61,-55,-79,71,-35
37,58,-15,-46,-62
69,85,52,40,63
85,17,-52,22,67
60,8,-46,-9,-53
-60,98,77,-2,-55
12,-2,14,-4,95
-45,-72,8,-2,-18
-1,-10,65,31,46
93,-71,-88,33,66
-45,-66,-66,-78,24
87,-44,25,-6,-2
-55,-52,-19,-61,48
43,45,-67,-58,-22
-79,-92,46,-85,58
75,-88,-89,-14,95
-92,-64,93,-24,3
87,18,-49,-13,-14
-14,28,91,52,-34
-66,-53,51,-54,-77
-82,-38,11,45,-30
-80,95,-45,-32,66
73,-8,7,-79,42
-15,-25,-54,-94,60
1,-78,-69,-69,55
-39,-39,47,-82,57
65,-59,-95,29,57
-29,74,42,-63,-52
-22,72,40,-23,-73
-7,9,34,67,19
90,-49,45,-51,-92
33,-43,99,-49,-40
-67,92,-49,21,16
27,62,50,-74,88
-39,-89,46,-56,-98
79,-80,-47,70,-44
-99,-57,68,-96,14
-60,-84,-20,-6,-5
33,-35,-11,-94,-81
-53,-76,67,-98,-17
-95,18,-92,97,7
7,-34,-53,35,4
1,53,4,21,11
55,23,-17,-61,36
-69,87,98,-20,6
51,2,41,24,97
37,-41,28,51,-20
98,-60,1,-81,-79
-73,-64,55,23,60
96,-84,-88,-32,49
-34,44,-40,-16,58
-19,-33,40,13,-3
49,-28,-27,96,-52
61,-80,-42,90,33
-21,-60,91,97,46
87,67,92,92,16
100,-79,92,30,28
-36,-39,52,2,-57
100,40,-85,38,-4
-84,50,-64,67,-46
-98,47,-13,46,87
-76,-16,48,-57,-16
-47,-98,-21,-73,-10
7,-15,-50,31,-89
-48,-40,16,72,9
-28,39,95,1,11
95,37,-64,-76,-74
71,21,7,-27,34
-86,-55,5,-54,78
-73,63,35,-33,72
-46,61,-71,18,-82
-72,4,83,-54,67
-9,77,76,-12,-88
93,-64,-20,-66,-10
-2,-39,20,26,-97
-26,80,78,0,-66
-67,49,11,-53,-97
-51,68,-92,20,-91
72,-79,33,-32,-7
-61,82,51,-25,50
96,-67,-60,30,82
46,52,91,-17,-86
98,93,-67,80,-72
-71,-63,68,-89,71
-65,-44,-93,-52,-93
53,50,32,-22,-14
-78,82,-66,71,80
-24,-20,-83,-32,39
-42,94,6,-67,-7
-78,0,-10,47,84
77,-43,-4,74,14
75,52,73,5,-22
-21,76,-2,-12,-68
-94,10,84,-51,40
-62,-18,-43,7,-86
92,51,12,-82,-61
-85,-54,15,50,69
14,-52,33,-51,9
-84,-85,-8,-56,-52
-74,-75,19,25,-39
-76,-1,23,-88,72
-64,-19,-92,20,-98
-28,-50,83,73,-27
20,-55,14,-53,-39
-52,53,38,15,-25
-99,-64,32,-44,62
79,12,90,39,100
-67,42,-27,-17,51
78,30,6,64,-66
-95,96,3,82,32
-22,-29,-67,-76,19
-20,-15,0,55,-4
23,72,-90,-46,-13
75,-75,38,-6,48
-67,-85,67,61,-11
-64,4,-34,-11,18
87,-19,-27,-7,38
87,-53,68,-65,2
-43,70,-27,-35,23
-54,31,-18,54,7
-28,74,-9,-85,-50
35,-75,-4,-64,69
66,5,80,87,-91
-85,80,67,48,22
62,-4,-63,-73,-72
-59,-57,82,22,63
-84,36,-45,71,-6
50,45,-77,-85,-73
-36,22,84,85,93
58,43,14,-47,-98
23,30,90,-82,-80
-53,-70,-27,-79,-55
7,48,-81,95,74
-88,-65,-99,39,96
48,78,-98,72,-33
-16,-1,74,6,16
15,97,41,-54,-96
-85,43,-31,-58,84
-38,100,-25,-9,32
75,17,34,-18,-29
82,75,52,-32,27
80,14,52,-7,49
-4,-60,86,51,-41
65,5,-59,-38,-64
-11,-10,81,85,28
-52,62,31,62,-52
-71,-44,-90,65,2
-81,-9,14,-97,74
83,-74,-17,97,-42
-25,22,-63,-28,24
-38,18,-52,-38,76
-37,-67,-36,70,-44
7,32,53,78,38
75,-87,99,24,17
-88,19,58,-49,34
-37,-8,100,76,15
19,67,13,-8,-68
-69,30,-88,-39,59
-78,-93,-65,-13,-55
99,92,41,51,0
100,8,47,-19,80
-10,31,46,3,10
-40,-76,-55,-63,13
51,-85,28,80,-44
30,-65,-60,39,-2
10,28,69,1,89
-53,-79,7,-91,-73
66,46,-84,-35,91
73,34,-9,-16,-24
8,85,-44,82,33
19,-78,4,-50,97
-48,66,58,38,15
-68,33,-18,75,32
-67,-58,-45,-78,92
-93,-17,8,-82,85
17,37,73,-63,-61
52,-35,73,41,-92
97,16,15,84,-73
-45,14,97,91,17
97,93,73,28,67
28,-19,-58,-99,53
-69,56,100,-12,-65
54,-86,46,47,-96
-33,60,-37,-74,84
81,-59,-43,-11,-94
-91,40,34,-95,74
-75,-69,37,-36,-78
33,-12,-65,-95,47
-67,94,79,20,4
84,-9,63,14,2
-67,-3,34,-39,-13
-34,-31,-43,-41,62
39,3,9,26,-54
-76,-66,-88,-51,100
-31,-33,-95,69,-58
61,-59,-75,46,42
54,-86,5,-61,92
75,83,47,-55,6
15,-69,-79,-78,37
20,-11,64,67,-65
13,-51,48,-75,67
97,53,-28,21,76
2,12,45,-89,20
-35,28,75,27,41
-71,88,-22,41,100
40,3,44,-66,-1
93,6,99,-44,74
-99,-37,74,68,33
-11,61,51,-39,66
31,-7,91,2,60
19,-60,27,28,88
34,-29,93,-12,57
-18,3,-96,-45,2
-86,-68,-49,-5,-26
2,-21,98,87,50
80,-64,-62,99,68
-68,12,6,-42,45
-37,-16,-83,-62,-9
8,72,26,83,-35
25,80,-33,-35,20
80,35,36,14,-98
59,26,-2,78,-40
-20,21,-25,-27,70
-72,66,42,68,-36
-64,-94,36,29,17
45,-74,-14,97,18
94,92,-19,-26,-41
56,-23,-65,69,-16
2,64,9,87,-2
54,33,-5,59,69
33,23,-63,-4,49
-40,21,-37,44,90
-77,-19,-29,77,50
-29,-77,72,21,-11
92,-53,-14,44,17
58,-84,13,-78,-68
-54,22,-80,-72,-30
78,-6,-78,-64,-60
63,-87,-29,-37,63
-4,-47,-19,34,84
98,70,90,57,80
-86,66,29,-28,-64
36,20,-56,37,98
-91,-62,74,-18,-41
97,-20,-85,-63,-38
55,7,96,-62,38
-84,16,1,-41,-50
-7,71,24,-62,-94
96,-40,15,68,48
-22,94,94,1,-41
75,42,31,25,7
64,67,-99,32,69
57,-15,-60,5,-10
-94,-85,27,-54,-58
38,-39,94,-33,-82
-24,25,46,-8,21
-24,-51,-8,-46,77
-21,21,-43,-38,-10
-63,-1,-34,32,1
-24,-39,78,-10,-89
-14,63,-81,91,45
89,-15,-10,-83,7
-56,-3,-18,21,6
41,9,82,-70,50
-55,-2,-21,-66,76
-60,-90,-49,51,-18
-96,79,-70,0,87
-88,-65,11,7,-67
42,-67,40,21,-48
-23,81,94,-83,-41
-57,48,84,28,-76
-3,-67,1,-21,-81
-47,12,85,-43,-14
-14,-20,22,-99,72
-46,36,-96,-60,68
98,-83,49,-73,67
32,-56,-8,30,-72
89,-89,62,77,63
-54,-75,18,17,-26
-71,91,-47,-2,72
85,-32,-51,27,-76
53,-19,-16,71,47
-83,93,84,-88,51
35,-62,74,54,-5
60,39,-69,-91,-99
-49,19,32,-15,-56
29,-83,43,-70,-37
-76,-71,24,38,92
-37,36,-61,40,5
-62,1,-54,41,-67
-14,78,47,-73,82
61,-42,-74,-3,-76
29,100,58,5,81
-99,2,68,-10,-16
93,-66,21,-5,-12
81,37,-56,68,56
-72,99,83,46,-93
-66,86,-94,88,-57
-6,52,-49,-3,-58
76,44,-90,-71,39
-95,1,-98,43,-19
61,13,-12,-53,11
100,81,-11,-4,-16
53,-91,-69,29,7
6,91,20,32,21
-26,63,-38,-71,84
92,-25,36,-66,41
-43,57,-94,-19,-89
-18,-14,-84,85,81
99,-11,-26,91,-21
-19,84,-45,-25,44
46,85,72,92,9
-70,-38,52,78,63
-36,56,-6,55,16
8,31,-1,-20,13
-68,95,81,-23,75
-49,85,-66,76,-38
-29,-29,-58,82,-80
34,-34,77,-71,49
-68,91,-92,-3,30
49,27,9,-19,50
-92,33,-18,11,10
85,40,44,-99,-8
-9,29,2,84,-54
99,-93,47,-96,45
-47,77,88,46,1
-47,77,72,9,87
87,60,-13,-85,40
7,17,81,76,-16
-17,-34,57,-42,-54
44,-2,-92,7,-73
-20,-7,-97,63,47
21,-25,99,26,-30
-95,-13,40,-28,-26
2,35,36,-32,-93
-80,38,-40,-81,80
97,-94,47,35,53
-22,-53,17,32,-77
82,51,89,72,38
-97,82,-63,0,7
34,-76,42,-38,26
-34,-70,48,-19,56
89,-25,-17,-79,15
-45,-23,9,65,6
71,63,87,22,-77
-94,52,-25,-2,-9
10,26,-71,-16,39
8,85,-29,-48,76
89,-33,71,-84,19
-20,85,40,99,-87
88,14,77,72,-93
45,75,-59,-62,0
45,42,88,-62,2
71,-42,-31,74,-2
68,71,70,-66,21
71,34,-45,41,44
70,-56,64,42,-70
24,-79,-43,52,-30
-9,-22,7,60,24
46,-18,18,-94,42
23,29,-76,-65,-88
-11,-79,-85,44,-55
-1,81,-5,-70,-29
-73,18,71,96,-65
70,-10,-84,10,83
-7,-98,79,56,-7
65,46,-37,70,10
-28,-5,-24,-72,-50
-81,57,59,64,13
7,-93,64,-52,-16
4,58,11,83,64
-36,-98,49,-27,-61
0,44,34,-73,14
19,55,-86,43,41
-69,-21,-51,64,9
-50,-51,72,17,44
-19,-50,-11,-48,58
-11,98,-89,26,-46
30,85,83,-77,-96
92,89,65,-39,86
44,-52,3,80,-98
-74,79,-21,92,-95
-72,68,10,7,93
-53,-6,19,-14,4
53,-17,-16,-84,-66
-86,-61,75,50,42
-55,-25,-13,-86,-31
-30,88,-95,-12,-61
74,-96,-69,-18,-66
72,-40,76,4,93
-48,-80,-1,48,-22
-91,-50,12,26,32
73,82,28,33,12
88,-82,-9,21,55
-64,27,4,-50,-90
-25,-81,53,42,-87
58,28,-72,17,-38
12,-26,19,-28,-7
-58,-30,35,60,-44
-37,46,8,-51,25
75,-63,-14,79,-90
-50,7,25,-78,-13
37,36,27,79,23
73,28,53,52,-81
-8,-37,63,-39,-18
-21,90,-57,41,-74
59,20,-66,-69,41
-55,1,3,-91,92
13,50,-56,7,55
-20,54,49,57,-85
55,-14,-98,35,16
11,53,-90,-9,88
41,20,-27,18,1
12,-64,5,34,23
9,-46,100,-13,70
63,19,-45,-39,100
10,23,94,-94,55
82,-5,89,3,-33
81,-80,-61,20,93
43,53,83,-53,83
69,-26,-92,70,-61
24,78,-97,-78,-96
54,-27,32,76,-5
82,-4,-36,60,-81
91,50,6,25,-63
-90,97,-30,0,-87
-69,-26,9,-71,87
-50,59,29,-39,-47
81,68,-61,-93,32
-98,58,38,-74,-12
-37,48,41,-25,36
-43,-23,-44,-89,85
99,88,81,-24,38
-67,-2,-9,-61,69
-93,-79,19,-47,65
46,-73,-39,26,87
-54,85,63,-62,-87
23,-60,-64,93,-54
-46,48,56,43,10
-29,-40,14,32,16
31,-96,-23,-58,6
42,84,49,-81,45
45,-27,-53,-65,-49
41,-13,20,90,81
-67,14,-2,87,-52
70,74,37,66,-86
-76,-8,-88,-76,-3
4,66,22,-91,-80
48,34,-43,95,-41
-32,98,-94,-96,65
76,-78,-70,-41,30
19,8,-94,-38,76
46,-90,-70,-1,68
81,63,100,68,-48
-62,28,11,93,-34
58,9,-66,80,-48
48,-94,-68,-80,46
-96,91,96,-31,12
-15,-42,62,-8,-40
-60,30,-15,-70,-33
55,59,4,-35,24
-72,-97,100,1,-6
100,77,-34,-48,-70
15,-17,22,43,96
-85,-32,33,88,-66
1,-88,-4,-56,15
-87,-96,-76,43,-20
90,-1,67,55,51
26,-47,28,47,30
90,90,45,5,56
62,32,-97,-15,-85
75,79,-83,-21,76
69,9,33,-2,-65
83,19,-72,-25,-65
-59,-1,58,-8,6
65,-38,87,-61,19
-85,-65,-71,-10,47
13,-87,76,11,-91
-29,78,95,-42,-39
-72,40,26,56,49
-17,-74,-40,27,-90
86,-50,-34,64,38
-86,-36,66,96,1
49,-90,-33,-46,100
37,66,-9,64,45
29,30,-3,-67,-89
52,-21,49,-36,65
-73,96,-76,83,54
-34,-12,-90,15,-65
22,-97,-31,-93,-34
-47,48,75,-19,1
51,-80,-62,39,-97
-92,-28,-46,1,1
41,23,-74,-29,-22
9,-62,-75,-89,18
94,89,-6,-10,-11
9,49,34,-64,3
-40,83,-16,-53,100
30,-4,-8,13,-96
16,79,-64,7,29
20,-29,-66,42,94
22,-11,51,-46,68
34,65,-2,-49,49
56,-63,41,93,-57
-54,7,30,10,23
90,-99,87,65,35
20,-83,92,-17,-47
-89,81,-85,52,36
94,51,15,77,21
-90,9,-69,-47,36
-32,-85,-60,-46,-52
-92,81,99,-21,-15
83,-26,22,3,18
